lat,commodity,price,date,location,units,lon
-1.2920659,Diesel,NA,2001-04-04,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2001-05-05,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2001-06-06,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2001-07-07,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2001-08-08,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2001-09-09,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2001-10-10,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2001-11-11,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2001-12-12,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2002-01-01,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2002-02-02,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2002-03-03,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2002-04-04,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2002-05-05,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2002-06-06,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2002-07-07,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2002-08-08,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2002-09-09,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2002-10-10,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2002-11-11,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2002-12-12,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2003-01-01,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2003-02-02,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2003-03-03,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2003-04-04,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2003-05-05,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2003-06-06,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2003-07-07,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2003-08-08,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2003-09-09,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2003-10-10,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2003-11-11,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2003-12-12,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2004-01-01,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2004-02-02,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2004-03-03,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2004-04-04,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2004-05-05,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2004-06-06,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2004-07-07,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2004-08-08,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2004-09-09,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2004-10-10,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2004-11-11,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,NA,2004-12-12,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,58.39,2005-01-01,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,57.79,2005-02-02,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,57.39,2005-03-03,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,61.99,2005-04-04,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,61.99,2005-05-05,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,62.99,2005-06-06,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,62.49,2005-07-07,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,64.99,2005-08-08,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,65.99,2005-09-09,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,64.99,2005-10-10,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,64.99,2005-11-11,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,64.99,2005-12-12,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,65.99,2006-01-01,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,64.99,2006-02-02,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,65.99,2006-03-03,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,66.64,2006-04-04,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,67.89,2006-05-05,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,71.09,2006-06-06,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,73.99,2006-07-07,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,72.99,2006-08-08,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,74.99,2006-09-09,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,69.99,2006-10-10,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,67.99,2006-11-11,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,66.99,2006-12-12,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,65.99,2007-01-01,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,65.99,2007-02-02,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,66.99,2007-03-03,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,70.69,2007-04-04,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,70.99,2007-05-05,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,71.49,2007-06-06,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,71.69,2007-07-07,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,72.49,2007-08-08,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,73.49,2007-09-09,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,76.29,2007-10-10,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,77.79,2007-11-11,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,78.99,2007-12-12,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,81.99,2008-01-01,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,82.99,2008-02-02,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,87.99,2008-03-03,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,89.49,2008-04-04,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,91.99,2008-05-05,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,96.99,2008-06-06,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,103.99,2008-07-07,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,104.50,2008-08-08,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,101.20,2008-09-09,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,88.90,2008-10-10,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,73.00,2008-11-11,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,70.90,2008-12-12,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,69.00,2009-01-01,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,70.00,2009-02-02,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,70.00,2009-03-03,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,68.00,2009-04-04,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,67.00,2009-05-05,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,67.90,2009-06-06,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,69.90,2009-07-07,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,72.90,2009-08-08,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,76.50,2009-09-09,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,74.90,2009-10-10,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,74.90,2009-11-11,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,76.90,2009-12-12,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,76.90,2010-01-01,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,77.40,2010-02-02,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,77.80,2010-03-03,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,79.00,2010-04-04,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,79.90,2010-05-05,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,81.90,2010-06-06,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,77.90,2010-07-07,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,79.00,2010-08-08,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,81.90,2010-09-09,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,88.90,2010-10-10,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,89.30,2010-11-11,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,87.46,2010-12-12,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,91.00,2011-01-01,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,94.53,2011-02-02,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,107.52,2011-03-03,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,108.02,2011-04-04,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,106.30,2011-05-05,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,107.16,2011-06-06,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,106.21,2011-07-07,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,108.57,2011-08-08,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,109.55,2011-09-09,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,109.55,2011-10-10,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,112.62,2011-11-11,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,112.64,2011-12-12,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,106.60,2012-01-01,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,105.21,2012-02-02,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,106.96,2012-03-03,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,107.88,2012-04-04,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,108.62,2012-05-05,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,97.50,2012-06-06,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,97.09,2012-07-07,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,97.09,2012-08-08,Nairobi,1 liter,36.8219462
-1.2920659,Diesel,101.07,2012-09-09,Nairobi,1 liter,36.8219462
0.51524,White Maize,1200.00,2000-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1114.00,2000-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1282.00,2000-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1271.00,2000-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1262.00,2000-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1448.00,2000-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1488.00,2000-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1480.00,2000-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1464.00,2000-09-09,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1326.00,2000-10-10,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1122.00,2000-11-11,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1060.00,2000-12-12,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1000.00,2001-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1067.00,2001-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1016.00,2001-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,884.00,2001-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,915.00,2001-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,806.00,2001-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,793.00,2001-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,800.00,2001-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,790.00,2001-09-09,Eldoret,90 kg bag,35.266369
0.51524,White Maize,566.00,2001-10-10,Eldoret,90 kg bag,35.266369
0.51524,White Maize,520.00,2001-11-11,Eldoret,90 kg bag,35.266369
0.51524,White Maize,500.00,2001-12-12,Eldoret,90 kg bag,35.266369
0.51524,White Maize,480.00,2002-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,480.00,2002-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,480.00,2002-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,500.00,2002-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,687.00,2002-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,696.00,2002-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,700.00,2002-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,700.00,2002-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,800.00,2002-09-09,Eldoret,90 kg bag,35.266369
0.51524,White Maize,813.00,2002-10-10,Eldoret,90 kg bag,35.266369
0.51524,White Maize,840.00,2002-11-11,Eldoret,90 kg bag,35.266369
0.51524,White Maize,NA,2002-12-12,Eldoret,90 kg bag,35.266369
0.51524,White Maize,800.00,2003-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,824.00,2003-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,953.00,2003-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,920.00,2003-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1396.00,2003-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1497.00,2003-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1680.00,2003-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1480.00,2003-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1353.00,2003-09-09,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1320.00,2003-10-10,Eldoret,90 kg bag,35.266369
0.51524,White Maize,NA,2003-11-11,Eldoret,90 kg bag,35.266369
0.51524,White Maize,920.00,2003-12-12,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1139.00,2004-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1302.00,2004-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1447.00,2004-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1490.00,2004-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1500.00,2004-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1300.00,2004-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1500.00,2004-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1500.00,2004-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1450.00,2004-09-09,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1363.00,2004-10-10,Eldoret,90 kg bag,35.266369
0.51524,White Maize,NA,2004-11-11,Eldoret,90 kg bag,35.266369
0.51524,White Maize,NA,2004-12-12,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1263.00,2005-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1220.00,2005-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1200.00,2005-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1100.00,2005-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1190.00,2005-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1250.00,2005-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1237.00,2005-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1125.00,2005-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,900.00,2005-09-09,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1300.00,2005-10-10,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1240.00,2005-11-11,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1200.00,2005-12-12,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1192.00,2006-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1304.00,2006-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1162.22,2006-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1277.00,2006-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1445.26,2006-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1549.00,2006-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1550.00,2006-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1529.50,2006-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1124.38,2006-09-09,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1053.00,2006-10-10,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1000.00,2006-11-11,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1000.00,2006-12-12,Eldoret,90 kg bag,35.266369
0.51524,White Maize,947.50,2007-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,944.21,2007-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1027.50,2007-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1113.33,2007-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1171.43,2007-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1204.71,2007-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1191.43,2007-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1195.29,2007-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1200.77,2007-09-09,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1303.13,2007-10-10,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1214.12,2007-11-11,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1156.25,2007-12-12,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1200.00,2008-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1000.00,2008-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1175.00,2008-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1449.00,2008-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1778.00,2008-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1776.00,2008-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1679.00,2008-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1854.00,2008-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2205.00,2008-09-09,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2089.00,2008-10-10,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1871.00,2008-11-11,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1663.00,2008-12-12,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1743.00,2009-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2295.00,2009-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2632.00,2009-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2705.00,2009-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2760.00,2009-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2776.00,2009-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2817.00,2009-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2781.00,2009-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2908.00,2009-09-09,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2362.00,2009-10-10,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1989.00,2009-11-11,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2113.00,2009-12-12,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2142.00,2010-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2081.00,2010-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1953.00,2010-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1910.00,2010-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1652.00,2010-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1556.00,2010-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1500.00,2010-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1448.00,2010-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1197.00,2010-09-09,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1200.00,2010-10-10,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1210.00,2010-11-11,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1233.00,2010-12-12,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1390.00,2011-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,1777.00,2011-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2072.00,2011-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2317.00,2011-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,3103.00,2011-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,3800.00,2011-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,4225.00,2011-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,3201.00,2011-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2976.00,2011-09-09,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2725.00,2011-10-10,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2844.00,2011-11-11,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2920.00,2011-12-12,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2800.00,2012-01-01,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2650.00,2012-02-02,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2560.00,2012-03-03,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2800.00,2012-04-04,Eldoret,90 kg bag,35.266369
0.51524,White Maize,3432.00,2012-05-05,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2960.00,2012-06-06,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2870.00,2012-07-07,Eldoret,90 kg bag,35.266369
0.51524,White Maize,3044.00,2012-08-08,Eldoret,90 kg bag,35.266369
0.51524,White Maize,2760.00,2012-09-09,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2000-01-01,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2000-02-02,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2000-03-03,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2000-04-04,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2000-05-05,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2000-06-06,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2000-07-07,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2000-08-08,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2000-09-09,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2000-10-10,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2000-11-11,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2000-12-12,Eldoret,90 kg bag,35.266369
0.51524,Beans,2017.00,2001-01-01,Eldoret,90 kg bag,35.266369
0.51524,Beans,2200.00,2001-02-02,Eldoret,90 kg bag,35.266369
0.51524,Beans,2400.00,2001-03-03,Eldoret,90 kg bag,35.266369
0.51524,Beans,2255.00,2001-04-04,Eldoret,90 kg bag,35.266369
0.51524,Beans,2047.00,2001-05-05,Eldoret,90 kg bag,35.266369
0.51524,Beans,2050.00,2001-06-06,Eldoret,90 kg bag,35.266369
0.51524,Beans,1600.00,2001-07-07,Eldoret,90 kg bag,35.266369
0.51524,Beans,1231.00,2001-08-08,Eldoret,90 kg bag,35.266369
0.51524,Beans,1450.00,2001-09-09,Eldoret,90 kg bag,35.266369
0.51524,Beans,1582.00,2001-10-10,Eldoret,90 kg bag,35.266369
0.51524,Beans,1600.00,2001-11-11,Eldoret,90 kg bag,35.266369
0.51524,Beans,1600.00,2001-12-12,Eldoret,90 kg bag,35.266369
0.51524,Beans,1420.00,2002-01-01,Eldoret,90 kg bag,35.266369
0.51524,Beans,1600.00,2002-02-02,Eldoret,90 kg bag,35.266369
0.51524,Beans,1675.00,2002-03-03,Eldoret,90 kg bag,35.266369
0.51524,Beans,2000.00,2002-04-04,Eldoret,90 kg bag,35.266369
0.51524,Beans,2133.00,2002-05-05,Eldoret,90 kg bag,35.266369
0.51524,Beans,2000.00,2002-06-06,Eldoret,90 kg bag,35.266369
0.51524,Beans,1644.00,2002-07-07,Eldoret,90 kg bag,35.266369
0.51524,Beans,1600.00,2002-08-08,Eldoret,90 kg bag,35.266369
0.51524,Beans,1867.00,2002-09-09,Eldoret,90 kg bag,35.266369
0.51524,Beans,1982.00,2002-10-10,Eldoret,90 kg bag,35.266369
0.51524,Beans,2250.00,2002-11-11,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2002-12-12,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2003-01-01,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2003-02-02,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2003-03-03,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2003-04-04,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2003-05-05,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2003-06-06,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2003-07-07,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2003-08-08,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2003-09-09,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2003-10-10,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2003-11-11,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2003-12-12,Eldoret,90 kg bag,35.266369
0.51524,Beans,2143.00,2004-01-01,Eldoret,90 kg bag,35.266369
0.51524,Beans,2187.00,2004-02-02,Eldoret,90 kg bag,35.266369
0.51524,Beans,2322.00,2004-03-03,Eldoret,90 kg bag,35.266369
0.51524,Beans,2600.00,2004-04-04,Eldoret,90 kg bag,35.266369
0.51524,Beans,3000.00,2004-05-05,Eldoret,90 kg bag,35.266369
0.51524,Beans,2000.00,2004-06-06,Eldoret,90 kg bag,35.266369
0.51524,Beans,3000.00,2004-07-07,Eldoret,90 kg bag,35.266369
0.51524,Beans,2400.00,2004-08-08,Eldoret,90 kg bag,35.266369
0.51524,Beans,2800.00,2004-09-09,Eldoret,90 kg bag,35.266369
0.51524,Beans,2800.00,2004-10-10,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2004-11-11,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2004-12-12,Eldoret,90 kg bag,35.266369
0.51524,Beans,NA,2005-01-01,Eldoret,90 kg bag,35.266369
0.51524,Beans,2950.00,2005-02-02,Eldoret,90 kg bag,35.266369
0.51524,Beans,4000.00,2005-03-03,Eldoret,90 kg bag,35.266369
